lambda,cost,quality
316.22776601683796,4.4755631679912304e-05,0.30306248287201976
237.13737056616552,4.475582351329132e-05,0.303130994793094
177.82794100389228,4.4762058098109076e-05,0.30450123321457934
133.3521432163324,4.481183885996164e-05,0.3139558783228282
100.0,4.505522060838586e-05,0.3464305289120307
74.98942093324558,4.557404768429707e-05,0.40055494656070156
56.23413251903491,4.6041518224171016e-05,0.43761989586188
42.169650342858226,4.623912030693342e-05,0.44950671416826526
31.622776601683793,4.662511647026583e-05,0.4658468073444779
23.71373705661655,4.8004744861605924e-05,0.5104480679638257
17.78279410038923,4.984353631131818e-05,0.5552206083858592
13.33521432163324,5.2196954234036724e-05,0.5988627021101671
10.0,5.487568539325842e-05,0.6358933954508085
7.498942093324558,5.936390682378734e-05,0.682515757741847
5.623413251903491,6.67603716086599e-05,0.7387845985201424
4.216965034285822,7.981636009865717e-05,0.8184776651137298
3.1622776601683795,8.301265771444231e-05,0.8327966566182515
2.371373705661655,8.618618964099754e-05,0.8431693614688955
1.7782794100389228,8.949659523157032e-05,0.8514250479583447
1.333521432163324,9.435783447519869e-05,0.8603110441216772
1.0,0.00010221790737188271,0.871163332419841
0.7498942093324559,0.00011710444450534392,0.8866538777747328
0.5623413251903491,0.00013049509728692792,0.8971841600438476
0.4216965034285822,0.0001387050589202521,0.9019046314058646
0.31622776601683794,0.00014799123102219786,0.906022197862428
0.23713737056616552,0.00015240335763222802,0.9075705672787064
0.1778279410038923,0.00015360319320361742,0.9078583173472184
0.1333521432163324,0.00015651747108796929,0.9084201151000274
0.1,0.0001602737467799397,0.9089682104686215
0.07498942093324558,0.00016961022252671965,0.9098931214031241
0.05623413251903491,0.0001857187454097013,0.911160591942998
0.042169650342858224,0.00019586122280076734,0.9117771992326664
0.03162277660168379,0.00021594821923814743,0.9127021101671691
0.023713737056616554,0.0002219761446971773,0.9129076459303919
0.01778279410038923,0.00022485323431077007,0.9129761578514661
0.004216965034285823,0.00023054709564264184,0.9130789257330775
0.0031622776601683794,0.00023327852891203072,0.9130926281172924
0.001,0.0002377083178953138,0.9131063305015074
