lambda,cost,quality
31.622776601683793,4.57962181419567e-05,0.3020005480953686
17.78279410038923,4.585056179775281e-05,0.3021375719375171
13.33521432163324,4.608178953137846e-05,0.30707043025486436
10.0,4.6713373526993696e-05,0.32090983831186626
7.498942093324558,4.8216388051520964e-05,0.3449917785694711
5.623413251903491,4.9987791175664575e-05,0.37029323102219786
4.216965034285822,5.5757906275691965e-05,0.406775828994245
3.1622776601683795,8.857693395450808e-05,0.5186557961085229
2.371373705661655,0.00010222865223348861,0.5746848451630584
1.7782794100389228,0.00011006623294053166,0.6060975609756097
1.333521432163324,0.00011615235790627568,0.6249040833104961
1.0,0.00012185683255686489,0.634201151000274
0.7498942093324559,0.00012688969854754726,0.6421622362291038
0.5623413251903491,0.00013062995341189365,0.649116196218142
0.4216965034285822,0.00013363993477665114,0.6522677445875582
0.31622776601683794,0.00021060199287476023,0.6766579884899973
0.23713737056616552,0.00021240927815839957,0.6771649767059468
0.1778279410038923,0.00021366352754179226,0.677199232666484
0.1333521432163324,0.00021497078980542615,0.6781583995615237
0.1,0.00021904815346670322,0.6791518224171006
0.07498942093324558,0.00024831028007673336,0.6832625376815565
0.05623413251903491,0.00033781062921348315,0.693785968758564
0.042169650342858224,0.0004723040602904906,0.7084475198684571
0.03162277660168379,0.0006183825886544258,0.7256851192107427
0.023713737056616554,0.0007609848561249657,0.7370992052617156
0.01778279410038923,0.002043482841874486,0.7608454371060565
0.01333521432163324,0.002152309164154563,0.7662167717182791
0.01,0.002209593542340367,0.7701904631405865
0.007498942093324558,0.0022588254003836667,0.7738901068785969
0.005623413251903491,0.0022923289081940262,0.7760139764318992
0.004216965034285823,0.0023173035176760758,0.7773842148533845
0.0031622776601683794,0.002348679336256509,0.7787201973143327
0.0023713737056616554,0.00236892241655248,0.7793710605645383
0.0017782794100389228,0.0023792842417100575,0.7800219238147438
0.001,0.0023968509175116472,0.7801589476568923
