lambda,cost,quality
17.78279410038923,4.6006631953959994e-05,0.3065702932310222
13.33521432163324,4.602929569745136e-05,0.3069813647574678
10.0,4.6205727596601806e-05,0.31287338996985475
7.498942093324558,4.675227459577966e-05,0.32863113181693615
5.623413251903491,4.811642915867361e-05,0.3468416004384763
4.216965034285822,5.2311797752809e-05,0.3929706768977802
3.1622776601683795,7.886116744313511e-05,0.5248150178130995
2.371373705661655,0.00010979898602356809,0.612297889832831
1.7782794100389228,0.00011725963825705671,0.6268361194847903
1.333521432163324,0.00014414853274869827,0.6372704850644012
1.0,0.00017250068511921073,0.6438407782954234
0.7498942093324559,0.00017559357687037543,0.6505001370238422
0.5623413251903491,0.00017787147437654154,0.6557412989860236
0.4216965034285822,0.00018041830309673882,0.6575226089339545
0.31622776601683794,0.00018218684461496302,0.6597766511372979
0.23713737056616552,0.00022444015456289396,0.6782474650589203
0.1778279410038923,0.00022505804604001098,0.6794121677171828
0.07498942093324558,0.00023367272293779118,0.6800972869279255
0.05623413251903491,0.0002599639671142779,0.6837969306659359
0.042169650342858224,0.0003383944631405865,0.6985955056179776
0.03162277660168379,0.00044678731049602633,0.7122841874486161
0.023713737056616554,0.0005738181666209921,0.7224102493833927
0.01778279410038923,0.0018368619594409429,0.7452452726774459
0.01333521432163324,0.0019515956448342012,0.7536585365853659
0.01,0.00204925498109071,0.7603932584269664
0.007498942093324558,0.0021195127366401756,0.7643943546177036
0.005623413251903491,0.002180071131268841,0.7679569745135654
0.004216965034285823,0.0022302863727048506,0.7700123321457933
0.0031622776601683794,0.0022636994486160593,0.7713003562619896
0.0023713737056616554,0.002285748790901617,0.7722595231570293
0.0017782794100389228,0.0023031292787064946,0.7729446423677719
0.001333521432163324,0.0023196714135379553,0.7744519046314058
0.001,0.0023272143294053166,0.7754110715264456
0.0,0.002371349325294601,0.7766442861057824
